height;coriolis;profile;type;vx1;vx2;vx3;vy1;vy2;vy3;vz1;vz2;vz3;u1;u2;u3
03_middle;True;stable;mean;0,46811159109464623;1,7050071094564796;1,6618839117915563;0,4951536592112852;1,0087202882704864;0,9740769485798183;-0,0022437246165564733;0,0024601198881369756;0,028996972586258232;0,8758673189944806;2,075594211435087;2,026913780806634
04_high;False;neutral;mean;0,4967598764373684;4,298338339236111;4,322058572586806;-0,06504710280099375;0,005026964609418403;0,02099974083854514;-0,054296199818929164;-0,01946478272924479;-0,0073242928591579866;1,1848404609857226;4,4263010464405586;4,448579572875417
04_high;False;stable;mean;0,2588259360920698;5,4431096265625;5,473874118055555;-0,4252755886054663;-0,03758278972712674;-0,03046744884222986;0,005330876055059028;-0,14313696015524627;-0,14687939093982158;1,180439236338068;5,524572838854672;5,551738562202591
04_high;True;neutral;mean;0,056305210919384355;1,822433764044875;1,8125300039025;0,29844814043114076;1,1952721184880375;1,1861605112040625;-0,03999721763779811;-0,00910405145605675;0,0192769479102618;0,6654166655004415;2,2832794682055013;2,273284220636896
01_flat;False;neutral;std;0,7818820053812602;0,6349530695617492;0,7478125587581024;0,40594445838016097;0,2766828268933283;0,2653522493041489;0,1635216107017653;0,27201951795815604;0,2521120532712617;0,7822465589676134;0,6351476791712609;0,746933299944317
01_flat;False;stable;std;0,761703649174697;0,5084752412157654;0,5647590904860965;0,39853854365125657;0,2703078424936102;0,2241248984801577;0,16159051581580194;0,23843854803975947;0,18321251961678597;0,7621572001381683;0,5097567420706324;0,5648668140371773
01_flat;True;neutral;std;0,44186691255175653;0,2518061244563497;0,25178705050803285;0,24741435127279834;0,2078990463987239;0,20512017585845346;0,09659551023138321;0,17117096568468237;0,16919385107233045;0,4427401713502486;0,2504941460924485;0,250297983547197
01_flat;True;stable;std;0,369422094870844;0,19812365708396562;0,20373690411721015;0,25579432831578275;0,2135336044421149;0,21055856114968913;0,09175371794624594;0,13382722081151568;0,1287495708514633;0,3770770414460775;0,18816684230783895;0,19358228478554354
02_low;False;neutral;std;0,6157707448363047;0,9203697837898087;0,9396922458392754;1,1390572914419475;0,5569027994454747;0,5862577301689317;0,33874047753994013;0,5227052847994909;0,5577124086567087;0,7027434537382445;0,9083946221986647;0,9341980363828125
02_low;False;stable;std;0,6407053972216009;0,9382359546790978;0,828048999647267;1,1034462464112407;0,5869859945964861;0,520961560976818;0,3315202751300489;0,5677837625860681;0,4944756015724655;0,7270618506922188;0,9302049236037387;0,8253745805796706
02_low;True;neutral;std;0,3849384887057395;0,5178985512857535;0,49355844576463914;0,7543135868956101;0,40292494845301824;0,40713092019815694;0,17285561652993522;0,3351808535450248;0,3465027593299616;0,4392379525340173;0,4860504160774013;0,4684601515377667
02_low;True;stable;std;0,4008150651488689;0,47774752572489393;0,4651605966136802;0,7231764023860084;0,38013595921344917;0,3835680141377085;0,16648011283801672;0,31289380049813176;0,30816399096719976;0,4312508717702678;0,4532748581157451;0,4478685247796376
03_middle;False;neutral;std;0,7981751095693098;1,0203230918102064;0,9669438773580673;1,4071377698779717;0,7961210241632981;0,7813100290180309;0,2783082543472697;0,7083125430631434;0,7308637221975237;0,7955347867845615;1,0015459951172958;0,9437215615731743
03_middle;False;stable;std;0,5983465459123186;0,8213678549716683;0,8710439174143455;1,182719603335726;0,6513290150569699;0,5733856044430412;0,2548362315527982;0,6031767403900061;0,5973034206527624;0,7859292946796843;0,8055174359763562;0,862621187350191
03_middle;True;neutral;std;0,4424156636163937;0,5081915722812544;0,6193799119586851;0,6955965467967522;0,5626188483671014;0,502202733111745;0,14138476231766386;0,3577249574518889;0,37716878694064754;0,45200599967988453;0,5788785396444001;0,5853913339049782
03_middle;True;stable;std;0,36671460254559485;0,5264542712656137;0,4930654553327739;0,5605519780064333;0,4622931749400696;0,47704215923997223;0,12886549991102877;0,3815323576577685;0,376212994827983;0,4030650367277967;0,5028954362249498;0,46405941549089097
04_high;False;neutral;std;0,6728837109229644;1,277540191910695;1,2296944427033845;1,050967061560262;0,7015883354061159;0,7263302381719334;0,17805686921234537;0,7068887771809682;0,6989386381723091;0,6626245037373634;1,2279917745675124;1,191220158454656
04_high;False;stable;std;0,8508820524069892;0,9776675447467436;0,9593278987562528;0,9049601854768137;0,6492176383454631;0,6470513330704308;0,22382245130089864;0,658171890754357;0,6410421502515175;0,6689183323969959;0,9689764468561642;0,9559759791536083
04_high;True;neutral;std;0,5599712770169752;0,5944152215712744;0,6098409079083653;0,3895741267957976;0,4974488260963536;0,5061157501650739;0,1076846285754139;0,39739432373994094;0,41501380090795864;0,35775004530088833;0,5434643229426883;0,570154265341479
